REG_22_11_18_Bulk_scaffold_181768	REG_22_11_18_Bulk_scaffold_181768
amazon_plume_scaffold_41157	amazon_plume_scaffold_41157
LakeTyrrell_22_A_6_coassembly_scaffold_150376	LakeTyrrell_22_A_6_coassembly_scaffold_150376
SW_scaffold_188804	SW_scaffold_188804
BML_08182015_8_5m_scaffold_15318	BML_08182015_8_5m_scaffold_15318
SR-VP_9_9_2021_19_2A_1_5m_scaffold_43095	SR-VP_9_9_2021_19_2A_1_5m_scaffold_43095
Salt_Pond_R2_A_D1_MG_scaffold_796	Salt_Pond_R2_A_D1_MG_scaffold_796
rifcsphigho2_12_scaffold_1756	rifcsphigho2_12_scaffold_1756
unicom2021_Eel_Fox_Filter_idba_scaffold_3075_extended_partial	unicom2021_Eel_Fox_Filter_idba_scaffold_3075_extended_partial
Landfill_SRR22315506_METASPADES_scaffold_2786	Landfill_SRR22315506_METASPADES_scaffold_2786
BML_coassembly_scaffold_8421	BML_coassembly_scaffold_8421
SacSanJoaquinDelta_PacBio_MD10A_6_19745_L	SacSanJoaquinDelta_PacBio_MD10A_6_19745_L
UBA583contig_664	UBA583contig_664
SCNpilot_expt_500_p_scaffold_671	SCNpilot_expt_500_p_scaffold_671
RTP_11222018_0_1um_scaffold_547	RTP_11222018_0_1um_scaffold_547
TrPN-GW-1_S43_scaffold_9093	TrPN-GW-1_S43_scaffold_9093
L3c2_full_scaffold_491	L3c2_full_scaffold_491
RiceMega_All12CReps_PSY1_PB_1634_L	RiceMega_All12CReps_PSY1_PB_1634_L
SacSanJoaquinDelta_PacBio_NZ_068_6_17249_L	SacSanJoaquinDelta_PacBio_NZ_068_6_17249_L
BML_02172017_6_5m_scaffold_405	BML_02172017_6_5m_scaffold_405
PAFVLPS_2018_J22_2_scaffold_703	PAFVLPS_2018_J22_2_scaffold_703
RiceMega_All12CReps_coassembly_PB_317190_L	RiceMega_All12CReps_coassembly_PB_317190_L
Glencore_WMB_08012019_0_1um_contig-140_21	Glencore_WMB_08012019_0_1um_contig-140_21
CG10_big_fil_rev_8_21_14_0.10_scaffold_4429	CG10_big_fil_rev_8_21_14_0.10_scaffold_4429
AWTP2_CTRL_FIELD_BULK_1_192	AWTP2_CTRL_FIELD_BULK_1_192
AWTP2_CTRL_FIELD_BULK_1_193	AWTP2_CTRL_FIELD_BULK_1_193
LacPavin_0920_SED4_scaffold_166383	LacPavin_0920_SED4_scaffold_166383
Salt_Pond_R1_B_D2_MG_scaffold_1106	Salt_Pond_R1_B_D2_MG_scaffold_1106
RiceMega_All12CReps_coassembly_PB_366066_L	RiceMega_All12CReps_coassembly_PB_366066_L
AWTP2_SAMPLE_RO2_BULK_4_680	AWTP2_SAMPLE_RO2_BULK_4_680
LacPavin_0419_WC53_scaffold_196225	LacPavin_0419_WC53_scaffold_196225
LacPavin_0419_WC53_scaffold_196225	LacPavin_0818_WC40_scaffold_755937
CG_2015-22_scaffold_679	CG_2015-22_scaffold_679
U2a1_full_idba_ud_scaffold_293	U2a1_full_idba_ud_scaffold_293
SacSanJoaquinDelta_PacBio_MD10A_6_9241_L	SacSanJoaquinDelta_PacBio_MD10A_6_9241_L
Crystal_Geyser_CG19_WC_8_21_14_NA_150_scaffold_3901	Crystal_Geyser_CG19_WC_8_21_14_NA_150_scaffold_3901
CG_2015-01t_scaffold_1319	CG_2015-01t_scaffold_1319
U3a1_full_idba_ud_scaffold_371	U3a1_full_idba_ud_scaffold_371
BML_coassembly_scaffold_3643	BML_coassembly_scaffold_3643
Salt_Pond_R2_A_D1_MG_scaffold_1143	Salt_Pond_R2_A_D1_MG_scaffold_1143
Salt_Pond_R2_A_D1_MG_scaffold_1143	Salt_Pond_R1_A_D2_MG_scaffold_1023
SW_scaffold_2474	SW_scaffold_2474
Alum_Rock_MS4_biofilm_3a_metaspades_scaffold_1434	Alum_Rock_MS4_biofilm_3a_metaspades_scaffold_1434
Alum_Rock_MS4_biofilm_3a_metaspades_scaffold_1434	AR2-0.1_scaffold_94
Alum_Rock_MS4_biofilm_3a_metaspades_scaffold_1434	AR1-0.1_scaffold_72
Alum_Rock_MS4_biofilm_3a_metaspades_scaffold_1434	AR_MS4_05142019_scaffold_1462
Alum_Rock_MS4_biofilm_3a_metaspades_scaffold_1434	AR2-0.65_scaffold_227
CG_2015-04_curated_scaffold_3447	CG_2015-04_curated_scaffold_3447
CG_2015-04_scaffold_3447	CG_2015-04_scaffold_3447
4Wh2oV_24h_scaffold_1230365	4Wh2oV_24h_scaffold_1230365
SW_scaffold_2555	SW_scaffold_2555
LacPavin_0920_SED5_scaffold_329627	LacPavin_0920_SED5_scaffold_329627
OR_11072017_0_5m_0_2um_scaffold_376	OR_11072017_0_5m_0_2um_scaffold_376
CG10_big_fil_rev_8_21_14_0.10_scaffold_1495	CG10_big_fil_rev_8_21_14_0.10_scaffold_1495
CG_4_10_14_0.2_scaffold_646_c	CG_4_10_14_0.2_scaffold_646_c
CG_4_10_14_0.2_scaffold_646_c	CG_4_10_14_0.2_scaffold_646
PH2015_14_idba_ud_scaffold_833	PH2015_14_idba_ud_scaffold_833
BML_07122017_9_5m_scaffold_706	BML_07122017_9_5m_scaffold_706
RiceMega_All12CReps_coassembly_PB_274708_L	RiceMega_All12CReps_coassembly_PB_274708_L
RPR_22_05_09_5_L_scaffold_7955	RPR_22_05_09_5_L_scaffold_7955
SacSanJoaqDelta_D4_1_2024_scaffold_46_extended_partial	SacSanJoaqDelta_D4_1_2024_scaffold_46_extended_partial
CG_2015-04_scaffold_1497	CG_2015-04_scaffold_1497
Ig18380_09V250M02_2020_2_scaffold_8846	Ig18380_09V250M02_2020_2_scaffold_8846
CG_2015-02_scaffold_3286	CG_2015-02_scaffold_3286
CG_2015-02_scaffold_3286	CG_2015-05_scaffold_2662
BML_coassembly_scaffold_3502	BML_coassembly_scaffold_3502
czo_bulk3_16_scaffold_1961	czo_bulk3_16_scaffold_1961
EastRiver_HyporheicZone_EAQ_C_coassembly_7932	EastRiver_HyporheicZone_EAQ_C_coassembly_7932
CG_2015-03_scaffold_1358	CG_2015-03_scaffold_1358
SacSanJoaquinDelta_PacBio_D28A_6_9036_L	SacSanJoaquinDelta_PacBio_D28A_6_9036_L
SacSanJoaquinDelta_PacBio_D28A_6_9693_L	SacSanJoaquinDelta_PacBio_D28A_6_9693_L
RIFCSPLOWO2_01_FULL_Chlamydiae_28_7_rifcsplowo2_01_scaffold_16043	RIFCSPLOWO2_01_FULL_Chlamydiae_28_7_rifcsplowo2_01_scaffold_16043
RIFCSPLOWO2_01_FULL_Chlamydiae_28_7_rifcsplowo2_01_scaffold_16043	rifcsplowo2_01_scaffold_16043
SRR17498766_aquifer_sediment_scaffold_856	SRR17498766_aquifer_sediment_scaffold_856
H2c2_full_scaffold_351	H2c2_full_scaffold_351
gwe2_scaffold_1925	gwe2_scaffold_1925
RiceMega_All12CReps_PSY2_PB_46736_L	RiceMega_All12CReps_PSY2_PB_46736_L
GuaymasBasin_2018_11_20_CC5_5-10cm_D4993_36462	GuaymasBasin_2018_11_20_CC5_5-10cm_D4993_36462
BML_08022017_1_5m_scaffold_821	BML_08022017_1_5m_scaffold_821
rifoxyd1_sub10_scaffold_263	rifoxyd1_sub10_scaffold_263
rifcsphigho2_12_scaffold_3106	rifcsphigho2_12_scaffold_3106
rifcsphigho2_12_scaffold_3106	rifcsplowo2_12_scaffold_2445
rifcsphigho2_12_scaffold_3106	RifSed_csp2_13ft_2_scaffold_2570
Salt_Pond_R1_A_D1_MG_scaffold_1714	Salt_Pond_R1_A_D1_MG_scaffold_1714
RiceMega_All12CReps_FN_PB_80595_L	RiceMega_All12CReps_FN_PB_80595_L
RifSed_csp2_13ft_1_scaffold_2441	RifSed_csp2_13ft_1_scaffold_2441
RifSed_csp2_13ft_1_scaffold_2441	rifcsphigho2_12_sub10_scaffold_97
LacPavin_0920_SED1_scaffold_65948	LacPavin_0920_SED1_scaffold_65948
LacPavin_0419_WC70S_scaffold_750676	LacPavin_0419_WC70S_scaffold_750676
Salt_Pond_R1_C_D2_MG_scaffold_1334	Salt_Pond_R1_C_D2_MG_scaffold_1334
Salt_Pond_R1_C_D2_MG_scaffold_1334	Salt_Pond_R2_A_D1_MG_scaffold_1466
SW_scaffold_3627	SW_scaffold_3627
GuaymasBasin_2024_04_24_CC8_6-9cm_D5265_9131	GuaymasBasin_2024_04_24_CC8_6-9cm_D5265_9131
CoronaMine_BoilerAditFilter_100nm_15_12_2024_PB_49367_L	CoronaMine_BoilerAditFilter_100nm_15_12_2024_PB_49367_L
Ig18379_09V250M02_2020_1_scaffold_4239	Ig18379_09V250M02_2020_1_scaffold_4239
Shanghai_Industrial_Park_soil_SRR23875558_scaffold_1066	Shanghai_Industrial_Park_soil_SRR23875558_scaffold_1066
ERMGT138_2_scaffold_900	ERMGT138_2_scaffold_900
AR_MS4_05142019_scaffold_2262	AR_MS4_05142019_scaffold_2262
AR_MS4_05142019_scaffold_2262	Alum_Rock_MS4_biofilm_1_scaffold_698
Salt_Pond_R1_A_D2_MG_scaffold_2025	Salt_Pond_R1_A_D2_MG_scaffold_2025
kurt_kritikos_18_scaffold_215853	kurt_kritikos_18_scaffold_215853
ALT_092018_0_1um_scaffold_453	ALT_092018_0_1um_scaffold_453
Salt_Pond_R1_B_D1_MG_scaffold_1982	Salt_Pond_R1_B_D1_MG_scaffold_1982
PAFVLPS_2018_J30_2_scaffold_1013	PAFVLPS_2018_J30_2_scaffold_1013
PAFVLPS_2018_J30_2_scaffold_1013	PAFVLPS_2018_scaffold_11859
BML_coassembly_scaffold_6468	BML_coassembly_scaffold_6468
PLM4_90_b1_sep16_scaffold_12096	PLM4_90_b1_sep16_scaffold_12096
AWTP2_SAMPLE_RO2_BULK_3_30370	AWTP2_SAMPLE_RO2_BULK_3_30370
LFLS_Au_Groundwater_PRJEB14718_scaffold_126178	LFLS_Au_Groundwater_PRJEB14718_scaffold_126178
RTP_04242018_0_2um_scaffold_23328	RTP_04242018_0_2um_scaffold_23328
Petaluma_2023_02_01_S2_P6_40-60cm_gr_40762	Petaluma_2023_02_01_S2_P6_40-60cm_gr_40762
FK_AMD_2014_scaffold_11502	FK_AMD_2014_scaffold_11502
CG08_land_8_20_14_0.20_scaffold_90691	CG08_land_8_20_14_0.20_scaffold_90691
SacSanJoaqDelta_MD10A_2_2024_scaffold_35863	SacSanJoaqDelta_MD10A_2_2024_scaffold_35863
SacSanJoaqDelta_MD10A_2_2024_scaffold_35863	SacSanJoaqDelta_D16_2_2024_scaffold_47291
SacSanJoaqDelta_MD10A_2_2024_scaffold_35863	SacSanJoaqDelta_MD10A_3_2024_scaffold_166838
LacPavin_0920_WC57_scaffold_708041	LacPavin_0920_WC57_scaffold_708041
WaterYear_HB9_D1_4958706	WaterYear_HB9_D1_4958706
U3a2_full_idba_ud_scaffold_8397	U3a2_full_idba_ud_scaffold_8397
Zodletone_Water_assembly2018_k141_1277808	Zodletone_Water_assembly2018_k141_1277808
RES_21_09_03_R1_RHZ_MG_22698	RES_21_09_03_R1_RHZ_MG_22698
GuaymasBasin_2018_11_20_CC5_5-10cm_D4993_664389	GuaymasBasin_2018_11_20_CC5_5-10cm_D4993_664389
Nantong_Groundwater_SRR22387873_scaffold_49841	Nantong_Groundwater_SRR22387873_scaffold_49841
RifSed_csp2_16ft_3_scaffold_147795	RifSed_csp2_16ft_3_scaffold_147795
unicom2021_DBay_Mouth_Inocula_idba_scaffold_54831	unicom2021_DBay_Mouth_Inocula_idba_scaffold_54831
GuaymasBasin_2024_04_25_CC2_NAcm_D5266_melted_67956	GuaymasBasin_2024_04_25_CC2_NAcm_D5266_melted_67956
Salt_Pond_R1_A_D1_MG_scaffold_34389	Salt_Pond_R1_A_D1_MG_scaffold_34389
SacSanJoaqDelta_MD10A_5_2024_scaffold_19720	SacSanJoaqDelta_MD10A_5_2024_scaffold_19720
DGJ10_2_scaffold_10901	DGJ10_2_scaffold_10901
JBCH_GD18_scaffold_504412	JBCH_GD18_scaffold_504412
LacPavin_0920_SED3_scaffold_3917564	LacPavin_0920_SED3_scaffold_3917564
GuaymasBasin_2018_11_20_CC5_5-10cm_D4993_694972	GuaymasBasin_2018_11_20_CC5_5-10cm_D4993_694972
Alum_Rock_MS11_bulk_metaspades_scaffold_18482	Alum_Rock_MS11_bulk_metaspades_scaffold_18482
LacPavin_0920_SED4_scaffold_1551271	LacPavin_0920_SED4_scaffold_1551271
Dalian_Groundwater_SRR22387926_scaffold_89407	Dalian_Groundwater_SRR22387926_scaffold_89407
FireProbiotic_12_4_24_5_C_11375456	FireProbiotic_12_4_24_5_C_11375456
scnpilot_cont_500_p_scaffold_21558	scnpilot_cont_500_p_scaffold_21558
LacPavin_0920_SED3_scaffold_2068304	LacPavin_0920_SED3_scaffold_2068304
CG_2015-03_scaffold_51486	CG_2015-03_scaffold_51486
Heimdall_2021_56504	Heimdall_2021_56504
Endo_scaffold_13721	Endo_scaffold_13721
PLM4_90_b2_sep16_scaffold_70036	PLM4_90_b2_sep16_scaffold_70036
Rotsee_Lake_ERR3687824_contig-140_39112	Rotsee_Lake_ERR3687824_contig-140_39112
Salt_Pond_R1_C_H2O_MG_scaffold_18079	Salt_Pond_R1_C_H2O_MG_scaffold_18079
JGI24023J19991_10029919	JGI24023J19991_10029919
Landfill_SRR22315508_scaffold_196796	Landfill_SRR22315508_scaffold_196796
LacPavin_0920_SED3_scaffold_4022214	LacPavin_0920_SED3_scaffold_4022214
Landfill_SRR22315506_METASPADES_scaffold_248447	Landfill_SRR22315506_METASPADES_scaffold_248447
FireProbiotic_12_4_24_5_C_4415578	FireProbiotic_12_4_24_5_C_4415578
Petroleum-contam_soil_SRR29383098_scaffold_21309	Petroleum-contam_soil_SRR29383098_scaffold_21309
SacSanJoaqDelta_CCH_4_2024_scaffold_100714	SacSanJoaqDelta_CCH_4_2024_scaffold_100714
rifcsphigho2_01_scaffold_150035	rifcsphigho2_01_scaffold_150035
Ig18379_09V250M02_2020_1_scaffold_37697	Ig18379_09V250M02_2020_1_scaffold_37697
amazon_plume_scaffold_25746	amazon_plume_scaffold_25746
RifSed_csp1_16ft_2_scaffold_82342	RifSed_csp1_16ft_2_scaffold_82342
WaterYear_AB5_D1_18255999	WaterYear_AB5_D1_18255999
SR-VP_11_27_2022_S1_60cm_scaffold_81867	SR-VP_11_27_2022_S1_60cm_scaffold_81867
Salt_Pond_R1_A_D1_MG_scaffold_38520	Salt_Pond_R1_A_D1_MG_scaffold_38520
Salt_Pond_R1_A_D1_MG_scaffold_38520	Salt_Pond_R1_B_D2_MG_scaffold_27612
JGI24023J19991_10031421	JGI24023J19991_10031421
SW_scaffold_131968	SW_scaffold_131968
GD2_3_scaffold_10345	GD2_3_scaffold_10345
Salt_Pond_R2_restored_C_black_MG_scaffold_39071	Salt_Pond_R2_restored_C_black_MG_scaffold_39071
Landfill_SRR22315506_METASPADES_scaffold_266536	Landfill_SRR22315506_METASPADES_scaffold_266536
ALT_082018_0_1um_scaffold_40508	ALT_082018_0_1um_scaffold_40508
REG_22_11_04_Bulk_scaffold_140882	REG_22_11_04_Bulk_scaffold_140882
WaterYear_HB4_D1_7531835	WaterYear_HB4_D1_7531835
JGI24724J26744_10032620	JGI24724J26744_10032620
EastRiver_HyporheicZone_Rock_HZ_A_2021_07_17_30513_length_2399_cov_1.610475	EastRiver_HyporheicZone_Rock_HZ_A_2021_07_17_30513_length_2399_cov_1.610475
CG_2015-19_scaffold_40092	CG_2015-19_scaffold_40092
RES_21_10_01_R1_RHZ_MG_52320	RES_21_10_01_R1_RHZ_MG_52320
BML_08022017_6_5m_scaffold_5428	BML_08022017_6_5m_scaffold_5428
GOSHIP-P18_196_1_17_238S_648m_2_33261	GOSHIP-P18_196_1_17_238S_648m_2_33261
NODE_61700_length_2374_cov_5.183269	NODE_61700_length_2374_cov_5.183269
SW_scaffold_136949	SW_scaffold_136949
Landfill_SRR22315509_scaffold_178541	Landfill_SRR22315509_scaffold_178541
WaterYear_HC3_D1_9849001	WaterYear_HC3_D1_9849001
SR-VP_9_9_2021_72_4B_1_05m_2_METASPADES_scaffold_225134	SR-VP_9_9_2021_72_4B_1_05m_2_METASPADES_scaffold_225134
PH2017_18_LLB_O_A_scaffold_12210	PH2017_18_LLB_O_A_scaffold_12210
BML_05172017_9_9m_scaffold_8969	BML_05172017_9_9m_scaffold_8969
EastRiver_HyporheicZone_EAQ_R_2021_07_06_30868_length_2351_cov_1.961781	EastRiver_HyporheicZone_EAQ_R_2021_07_06_30868_length_2351_cov_1.961781
PH2017_12_PCY_D_A_scaffold_5663	PH2017_12_PCY_D_A_scaffold_5663
U2c1_full_idba_ud_scaffold_52289	U2c1_full_idba_ud_scaffold_52289
GOSHIP-P18_121_1_22_11S_69m_22895	GOSHIP-P18_121_1_22_11S_69m_22895
LacPavin_0920_WC12_scaffold_1002606	LacPavin_0920_WC12_scaffold_1002606
ERMLT366_2_scaffold_16693	ERMLT366_2_scaffold_16693
Weihai_Groundwater_SRR22388041_scaffold_133276	Weihai_Groundwater_SRR22388041_scaffold_133276
czo_rhiz3_16_scaffold_114399	czo_rhiz3_16_scaffold_114399
SR-VP_11_27_2022_S1_40cm_scaffold_106278	SR-VP_11_27_2022_S1_40cm_scaffold_106278
SW_scaffold_143297	SW_scaffold_143297
MNwildrice_BRL_hybrid_178048	MNwildrice_BRL_hybrid_178048
SPOT_09_09_2015_890_MG_23869	SPOT_09_09_2015_890_MG_23869
SR-VP_07_25_2022_A1_60cm_MG_illumina_31448	SR-VP_07_25_2022_A1_60cm_MG_illumina_31448
LacPavin_0419_WC53_scaffold_131655	LacPavin_0419_WC53_scaffold_131655
Alum_Rock_MS11_biofilm_2_metaspades_scaffold_22655	Alum_Rock_MS11_biofilm_2_metaspades_scaffold_22655
SRVP19_core_2_viral_idba_scaffold_50841	SRVP19_core_2_viral_idba_scaffold_50841
StrawberryCreek_0_1_micro_water_09_04_2025_scaffold_289115	StrawberryCreek_0_1_micro_water_09_04_2025_scaffold_289115
EastRiver_HyporheicZone_EAQ_HZ_A_2021_07_13_43248_length_2284_cov_3.498841	EastRiver_HyporheicZone_EAQ_HZ_A_2021_07_13_43248_length_2284_cov_3.498841
GD2_3_scaffold_11617	GD2_3_scaffold_11617
Landfill_SRR22315508_scaffold_241008	Landfill_SRR22315508_scaffold_241008
Landfill_SRR22315506_METASPADES_scaffold_300978	Landfill_SRR22315506_METASPADES_scaffold_300978
REG_22_09_28_KiT_scaffold_230884	REG_22_09_28_KiT_scaffold_230884
WaterYear_HB5_D5_23025332	WaterYear_HB5_D5_23025332
Landfill_SRR22315506_METASPADES_scaffold_304620	Landfill_SRR22315506_METASPADES_scaffold_304620
GXS_scaffold_7401	GXS_scaffold_7401
LacPavin_0920_SED3_scaffold_190777	LacPavin_0920_SED3_scaffold_190777
RHP_06252018_0_1um_scaffold_2527	RHP_06252018_0_1um_scaffold_2527
Sage1_L_40_16_scaffold_5163	Sage1_L_40_16_scaffold_5163
OG3W_scaffold_513	OG3W_scaffold_513
Salt_Pond_R1_A_D2_MG_scaffold_4122	Salt_Pond_R1_A_D2_MG_scaffold_4122
rifcsplowo2_02_scaffold_7825	rifcsplowo2_02_scaffold_7825
CoronaMine_BoilerAditFilter_2500nm_15_12_2024_PB_27531_L	CoronaMine_BoilerAditFilter_2500nm_15_12_2024_PB_27531_L
QC3_scaffold_2144	QC3_scaffold_2144
CG_2015-05_scaffold_4277	CG_2015-05_scaffold_4277
AWTP2_SAMPLE_INF_BULK_3_2763	AWTP2_SAMPLE_INF_BULK_3_2763
RiceMega_All12CReps_coassembly_PB_44631_L	RiceMega_All12CReps_coassembly_PB_44631_L
RiceMega_All12CReps_coassembly_PB_44631_L	RiceMega_All12CReps_PSY2_PB_29711_L
Hudbay_FFSTPCO_102019_0_1um_contig-140_379	Hudbay_FFSTPCO_102019_0_1um_contig-140_379
LacPavin_0920_SED4_scaffold_2219140	LacPavin_0920_SED4_scaffold_2219140
EastRiver_HyporheicZone_PH_HZ_2021_07_08_741_length_11991_cov_5.556305	EastRiver_HyporheicZone_PH_HZ_2021_07_08_741_length_11991_cov_5.556305
Zodletone_Water_assembly2018_k141_2002578	Zodletone_Water_assembly2018_k141_2002578
WaterYear_AA5_D1_10044815	WaterYear_AA5_D1_10044815
Landfill_SRR22315508_scaffold_14133	Landfill_SRR22315508_scaffold_14133
LacPavin_0920_SED4_scaffold_613049	LacPavin_0920_SED4_scaffold_613049
LacPavin_0920_SED4_scaffold_613049	LacPavin_0920_SED2_scaffold_1428272
BML_02172017_6_5m_scaffold_523	BML_02172017_6_5m_scaffold_523
BML_02172017_6_5m_scaffold_523	BML_08042016_9_3m_scaffold_350
BML_02172017_6_5m_scaffold_523	BML_05172017_7_5m_scaffold_555
BML_02172017_6_5m_scaffold_523	BML_08042016_1_5m_scaffold_657
BML_02172017_6_5m_scaffold_523	BML_09012016_9m_scaffold_1302
RPR_SA_C1_RPR_SA_C1_scaffold_k141_3286925	RPR_SA_C1_RPR_SA_C1_scaffold_k141_3286925
BC_09192017_0_5m_scaffold_7861	BC_09192017_0_5m_scaffold_7861
BML_02172017_0m_scaffold_1193	BML_02172017_0m_scaffold_1193
CG_2015-01t_scaffold_3242	CG_2015-01t_scaffold_3242
Mangrove_60-80cm_incl_SRR17658263_scaffold_5020	Mangrove_60-80cm_incl_SRR17658263_scaffold_5020
SW_scaffold_10301	SW_scaffold_10301
L2a2_full_idba_ud_scaffold_5013	L2a2_full_idba_ud_scaffold_5013
Sage1_R_60_16_scaffold_10649	Sage1_R_60_16_scaffold_10649
Sage1_R_60_16_scaffold_10649	Sage1_L_60_16_scaffold_7246
Sage1_R_60_16_scaffold_10649	Sage1_L_80_16_scaffold_5583
rifoxyd2_full_scaffold_1872	rifoxyd2_full_scaffold_1872
PH2017_24_DOB_U_A_scaffold_716	PH2017_24_DOB_U_A_scaffold_716
PH2017_24_DOB_U_A_scaffold_716	PH2017_24_DOB_U_A_idba_ud_scaffold_921
Sage1_R_60_16_scaffold_19948	Sage1_R_60_16_scaffold_19948
rifoxyb1_full_scaffold_4787	rifoxyb1_full_scaffold_4787
S25_BME25_2251828	S25_BME25_2251828
SW_scaffold_10711	SW_scaffold_10711
Landfill_SRR22315506_METASPADES_scaffold_17329	Landfill_SRR22315506_METASPADES_scaffold_17329
RHP_10142018_0_1um_scaffold_7478	RHP_10142018_0_1um_scaffold_7478
Salt_Pond_R2_B_D2_MG_scaffold_6651	Salt_Pond_R2_B_D2_MG_scaffold_6651
Zodletone_Water_assembly2018_k141_971048	Zodletone_Water_assembly2018_k141_971048
2013_40cm_scaffold_3273	2013_40cm_scaffold_3273
2013_40cm_scaffold_3273	2013_100cm_scaffold_3517
LacPavin_0818_WC40_scaffold_613379	LacPavin_0818_WC40_scaffold_613379
BML_coassembly_scaffold_46944	BML_coassembly_scaffold_46944
S38_S2-5_scaffold_65701	S38_S2-5_scaffold_65701
SW_scaffold_11515	SW_scaffold_11515
LacPavin_0818_WC40_scaffold_379472	LacPavin_0818_WC40_scaffold_379472
SPRUCE_SRR7028199_4484	SPRUCE_SRR7028199_4484
SPRUCE_SRR7028199_4484	June2016WEW_17_150_idba_scaffold_4113
Rifle_16ft_4_minimus_24303	Rifle_16ft_4_minimus_24303
Petroleum-contam_soil_SRR29383098_scaffold_2108	Petroleum-contam_soil_SRR29383098_scaffold_2108
SCNpilot_cont_1000_p_scaffold_3860	SCNpilot_cont_1000_p_scaffold_3860
BML_07122017_9_5m_scaffold_1469	BML_07122017_9_5m_scaffold_1469
SPRUCE_SRR13201612_14053	SPRUCE_SRR13201612_14053
SR-VP_9_9_2021_31_2B_1_5m_scaffold_3826	SR-VP_9_9_2021_31_2B_1_5m_scaffold_3826
SR-VP_07_25_2022_A4_70cm_scaffold_6823	SR-VP_07_25_2022_A4_70cm_scaffold_6823
RPR_22_05_09_5_L_scaffold_36980	RPR_22_05_09_5_L_scaffold_36980
H2c1_full_idba_ud_scaffold_17526	H2c1_full_idba_ud_scaffold_17526
EastRiver_HyporheicZone_PH_HZ_2021_07_08_1075_length_9980_cov_5.419669	EastRiver_HyporheicZone_PH_HZ_2021_07_08_1075_length_9980_cov_5.419669
L1a1_full_idba_ud_scaffold_2579	L1a1_full_idba_ud_scaffold_2579
GD2_1_scaffold_3310	GD2_1_scaffold_3310
RiceMega_All12CReps_coassembly_PB_371583_L	RiceMega_All12CReps_coassembly_PB_371583_L
L2m2_full_scaffold_5315	L2m2_full_scaffold_5315
Salt_Pond_R1_C_H2O_MG_scaffold_2039	Salt_Pond_R1_C_H2O_MG_scaffold_2039
BC_09192017_0_5m_scaffold_3352	BC_09192017_0_5m_scaffold_3352
CG_2015-24_scaffold_3716	CG_2015-24_scaffold_3716
BML_05172017_8_0m_scaffold_1417	BML_05172017_8_0m_scaffold_1417
Landfill_SRR22315506_METASPADES_scaffold_22598	Landfill_SRR22315506_METASPADES_scaffold_22598
SR1-18-B1_scaffold_488946	SR1-18-B1_scaffold_488946
PH2015_10_idba_ud_scaffold_751	PH2015_10_idba_ud_scaffold_751
SW_scaffold_14613	SW_scaffold_14613
QZM_D2_scaffold_2839	QZM_D2_scaffold_2839
Landfill_SRR22315506_METASPADES_scaffold_23464	Landfill_SRR22315506_METASPADES_scaffold_23464
Zodeltone_water_scaffold_126061	Zodeltone_water_scaffold_126061
Zodeltone_water_scaffold_126061	Zodletone_Water_assembly2018_k141_2008776
Salt_Pond_R2_B_D2_MG_scaffold_8283	Salt_Pond_R2_B_D2_MG_scaffold_8283
Salt_Pond_R2_B_D2_MG_scaffold_8283	Salt_Pond_R1_A_D1_MG_scaffold_4563
SW_scaffold_39658	SW_scaffold_39658
SW_scaffold_14949	SW_scaffold_14949
PH2017_16_JOR_D_A_scaffold_493	PH2017_16_JOR_D_A_scaffold_493
Weihai_Groundwater_SRR22388041_scaffold_14516	Weihai_Groundwater_SRR22388041_scaffold_14516
SacSanJoaqDelta_SYC_7_2024_scaffold_677	SacSanJoaqDelta_SYC_7_2024_scaffold_677
JGI24024J18818_10001755	JGI24024J18818_10001755
zodeltone_water_may_2017_k87_13838562	zodeltone_water_may_2017_k87_13838562
AB_072018_0_1um_scaffold_1548	AB_072018_0_1um_scaffold_1548
FireProbiotic_1_30_24_0_Ex_5117048	FireProbiotic_1_30_24_0_Ex_5117048
SCNpilot_cont_750_bf_scaffold_8249	SCNpilot_cont_750_bf_scaffold_8249
StrawberryCreek_0_1_micro_water_09_04_2025_scaffold_25913	StrawberryCreek_0_1_micro_water_09_04_2025_scaffold_25913
SW_scaffold_299859	SW_scaffold_299859
S28_BME28_231148	S28_BME28_231148
Landfill_SRR22315509_scaffold_545276	Landfill_SRR22315509_scaffold_545276
PH2017_24_DOB_U_A_scaffold_22792	PH2017_24_DOB_U_A_scaffold_22792
PH2017_24_DOB_U_A_scaffold_22792	PH2015_16_scaffold_26758
PH2017_24_DOB_U_A_scaffold_22792	PH2017_24_DOB_U_A_scaffold_26284
PH2017_24_DOB_U_A_scaffold_22792	PH2015_16_scaffold_2409
RifSed_csp1_19ft_2_scaffold_217937	RifSed_csp1_19ft_2_scaffold_217937
amazon_river_scaffold_17287	amazon_river_scaffold_17287
GuaymasBasin_2018_11_20_CC5_5-10cm_D4993_1548480	GuaymasBasin_2018_11_20_CC5_5-10cm_D4993_1548480
SacSanJoaqDelta_SYC_7_2024_scaffold_52129	SacSanJoaqDelta_SYC_7_2024_scaffold_52129
EastRiver_HyporheicZone_EAQ_HZ_A_2021_07_06_124356_length_1418_cov_0.903950	EastRiver_HyporheicZone_EAQ_HZ_A_2021_07_06_124356_length_1418_cov_0.903950
Quanzhou_Groundwater_SRR22387909_scaffold_92278	Quanzhou_Groundwater_SRR22387909_scaffold_92278
